date,ndx,vix,irx
20171102,6236.39,9.93,1.138
20171103,6295.58,9.14,1.148
20171106,6313.61,9.4,1.158
20171107,6320.78,9.89,1.188
20171108,6345.81,9.78,1.195
20171109,6312.21,10.5,1.203
20171110,6309.07,11.29,1.2
20171113,6316.18,11.5,1.185
20171114,6293.64,11.59,1.24
20171115,6258.36,13.13,1.23
20171116,6339.14,11.76,1.23
20171117,6314.51,11.43,1.24
20171120,6308.61,10.65,1.24
20171121,6378.63,9.73,1.278
20171122,6386.12,9.88,1.265
20171124,6409.29,9.67,1.24
20171127,6405.97,9.87,1.223
20171128,6422.56,10.03,1.265
20171129,6311.38,10.7,1.258
20171130,6365.56,11.28,1.238
20171201,6337.87,11.43,1.235
20171204,6263.7,11.68,1.245
20171205,6265.11,11.33,1.283
20171206,6293.05,11.02,1.263
20171207,6316.28,10.16,1.26
20171208,6344.57,9.58,1.253
20171211,6393.89,9.34,1.263
20171212,6383.65,9.92,1.31
20171213,6394.67,10.18,1.273
20171214,6389.91,10.49,1.283
20171215,6466.32,9.42,1.285
20171218,6513.27,9.53,1.315
20171219,6480.67,10.03,1.353
20171220,6472.48,9.72,1.35
20171221,6472.69,9.62,1.32
20171222,6465.17,9.9,1.298
20171226,6433.16,10.25,1.303
20171227,6435.15,10.47,1.408
20171228,6441.42,10.18,1.37
20171229,6396.42,11.04,1.355
20180102,6511.34,9.77,1.378
20180103,6575.8,9.15,1.37
20180104,6584.58,9.22,1.37
20180105,6653.29,9.22,1.37
20180108,6676.63,9.52,1.38
20180109,6677.94,10.08,1.415
20180110,6662.66,9.82,1.395
20180111,6708.49,9.88,1.403
20180112,6758.54,10.16,1.41
20180116,6737.14,11.66,1.395
20180117,6810.28,11.91,1.415
20180118,6811.38,12.22,1.405
20180119,6834.33,11.27,1.403
20180122,6906.28,11.03,1.39
20180123,6963.46,11.1,1.413
20180124,6919.35,11.47,1.41
20180125,6916.3,11.58,1.393
20180126,7022.97,11.08,1.388
20180129,6988.32,13.84,1.375
20180130,6930.73,14.79,1.425
20180131,6949.99,13.54,1.43
20180201,6901.5,13.47,1.453
20180202,6760.29,17.31,1.45
20180205,6495.92,37.32,1.458
20180206,6665.98,29.98,1.488
20180207,6582.02,27.73,1.515
20180208,6306.1,33.46,1.515
20180209,6412.68,29.06,1.525
20180212,6523.85,25.61,1.535
20180213,6553.86,24.97,1.57
20180214,6675.03,19.26,1.55
20180215,6794.92,19.13,1.56
20180216,6770.66,19.46,1.57
20180220,6779.69,20.6,1.573
20180221,6759.26,20.02,1.608
20180222,6761.85,18.72,1.605
20180223,6896.6,16.49,1.605
20180226,6989.1,15.8,1.608
20180227,6900.35,18.59,1.635
20180228,6854.42,19.85,1.618
20180301,6750.54,22.47,1.59
20180302,6811.04,19.59,1.605
20180305,6881.28,18.73,1.625
20180306,6913.02,18.36,1.643
20180307,6929.39,17.76,1.65
20180308,6966.43,16.54,1.635
20180309,7101.18,14.64,1.635
20180312,7131.12,15.78,1.643
20180313,7046.51,16.35,1.69
20180314,7040.98,17.23,1.718
20180315,7030.97,16.59,1.733
20180316,7019.95,15.8,1.738
20180319,6864.88,19.02,1.728
20180320,6885.92,18.2,1.758
20180321,6853.45,17.86,1.71
20180322,6682.26,23.34,1.683
20180323,6508.09,24.87,1.688
20180326,6753.83,21.03,1.705
20180327,6529.84,22.5,1.733
20180328,6460.81,22.87,1.695
20180329,6581.13,19.97,1.67
20180402,6390.84,23.62,1.683
20180403,6458.83,21.1,1.713
20180404,6560.06,20.06,1.668
20180405,6594.84,18.94,1.675
20180406,6433.21,21.49,1.68
20180409,6472.34,21.77,1.675
20180410,6615.87,20.47,1.695
20180411,6583.44,20.24,1.693
20180412,6656.26,18.49,1.705
20180413,6628.34,17.41,1.718
20180416,6675.18,16.56,1.713
20180417,6816.37,15.25,1.755
20180418,6833.21,15.6,1.77
20180419,6774.89,15.96,1.783
20180420,6667.75,16.88,1.765
20180423,6648.8,16.34,1.783
20180424,6509.05,18.02,1.823
20180425,6513.94,17.84,1.815
20180426,6649.65,16.24,1.785
20180427,6656.35,15.41,1.77
20180430,6605.57,15.93,1.763
20180501,6681.96,15.49,1.81
20180502,6644.48,15.97,1.785
20180503,6643.48,15.9,1.788
20180504,6769.12,14.77,1.793
20180507,6821.87,14.75,1.793
20180508,6815.48,14.71,1.835
20180509,6893.21,13.42,1.845
20180510,6963.55,13.23,1.845
20180511,6952.56,12.65,1.86
20180514,6964.37,12.93,1.855
20180515,6888.54,14.63,1.875
20180516,6929.97,13.42,1.865
20180517,6901.63,13.43,1.863
20180518,6866.25,13.42,1.855
20180521,6905.53,13.08,1.863
20180522,6893.62,13.22,1.893
20180523,6953.63,12.58,1.873
20180524,6949.7,12.53,1.86
20180525,6960.92,13.22,1.853
20180529,6926.54,17.02,1.84
20180530,6976.37,14.94,1.878
20180531,6967.73,15.43,1.87
20180601,7083.93,13.46,1.868
20180604,7143.57,12.74,1.865
20180605,7166.75,12.4,1.903
20180606,7210.08,11.64,1.9
20180607,7152.83,12.13,1.885
20180608,7152.62,12.18,1.88
20180611,7168.48,12.35,1.868
20180612,7209.18,12.34,1.888
20180613,7205.26,12.94,1.895
20180614,7279.59,12.12,1.883
20180615,7255.76,11.98,1.888
20180618,7251.41,12.31,1.883
20180619,7228.04,13.35,1.898
20180620,7280.7,12.79,1.888
20180621,7217.49,14.64,1.89
20180622,7197.51,13.77,1.87
20180625,7038.17,17.33,1.853
20180626,7068.2,15.92,1.893
20180627,6969.67,17.91,1.88
20180628,7031.6,16.85,1.88
20180629,7040.8,16.09,1.88
20180702,7097.82,15.6,1.895
20180703,7014.55,16.14,1.933
20180705,7101.05,14.97,1.91
20180706,7207.33,13.37,1.905
20180709,7276.0,12.69,1.915
20180710,7282.6,12.64,1.935
20180711,7243.98,13.63,1.92
20180712,7366.25,12.58,1.928
20180713,7375.82,12.18,1.928
20180716,7357.9,12.83,1.938
20180717,7403.89,12.06,1.975
20180718,7390.13,12.1,1.96
20180719,7352.36,12.87,1.948
20180720,7350.23,12.86,1.933
20180723,7371.78,12.62,1.92
20180724,7406.25,12.41,1.96
20180725,7508.59,12.29,1.953
20180726,7400.75,12.14,1.945
20180727,7296.78,13.03,1.945
20180730,7193.1,14.26,1.945
20180731,7231.98,12.83,1.985
20180801,7272.89,13.15,1.978
20180802,7372.15,12.19,1.965
20180803,7395.49,11.64,1.96
20180806,7438.99,11.27,1.968
20180807,7462.65,10.93,2.008
20180808,7469.55,10.85,2.008
20180809,7466.96,11.27,2.005
20180810,7408.3,13.16,2.0
20180813,7401.17,14.78,1.995
20180814,7447.17,13.31,2.033
20180815,7354.66,14.64,2.02
20180816,7374.29,13.45,2.015
20180817,7377.54,12.64,1.995
20180820,7371.42,12.49,1.993
20180821,7397.23,12.86,2.035
20180822,7424.6,12.25,2.035
20180823,7413.84,12.41,2.033
20180824,7485.4,11.99,2.048
20180827,7559.13,12.16,2.06
20180828,7570.25,12.5,2.078
20180829,7660.18,12.25,2.08
20180830,7642.67,13.53,2.058
20180831,7654.55,12.86,2.055
20180904,7622.32,13.16,2.068
20180905,7523.26,13.91,2.09
20180906,7453.17,14.65,2.08
20180907,7430.26,14.88,2.088
20180910,7447.68,14.16,2.083
20180911,7507.87,13.22,2.108
20180912,7488.06,13.14,2.105
20180913,7561.69,12.37,2.093
20180914,7545.5,12.07,2.103
20180917,7434.73,13.68,2.108
20180918,7494.4,12.79,2.125
20180919,7490.32,11.75,2.12
20180920,7569.03,11.8,2.118
20180921,7531.07,11.68,2.123
20180924,7548.75,12.2,2.123
20180925,7563.19,12.42,2.168
20180926,7563.09,12.89,2.16
20180927,7629.57,12.41,2.14
20180928,7627.65,12.12,2.15
20181001,7645.45,12.0,2.155
20181002,7628.28,12.05,2.175
20181003,7637.43,11.61,2.17
20181004,7490.0,14.22,2.17
20181005,7399.01,14.82,2.165
20181008,7352.82,15.69,2.165
20181009,7371.62,15.95,2.185
20181010,7044.5,22.96,2.22
20181011,6964.03,24.98,2.215
20181012,7157.21,21.31,2.218
20181015,7068.67,21.3,2.23
20181016,7276.43,17.62,2.26
20181017,7278.63,17.4,2.26
20181018,7116.09,20.06,2.255
20181019,7107.23,19.89,2.26
20181022,7141.21,19.64,2.258
20181023,7118.67,20.71,2.29
20181024,6789.15,25.23,2.285
20181025,7016.39,24.22,2.28
20181026,6852.4,24.16,2.273
20181029,6713.9,24.7,2.26
20181030,6810.12,23.35,2.283
20181031,6967.1,21.23,2.278
20181101,7069.17,19.34,2.27
20181102,6965.29,19.51,2.273
20181105,6937.09,19.96,2.268
20181106,6988.85,19.91,2.31
20181107,7203.13,16.36,2.31
20181108,7158.59,16.72,2.303
20181109,7039.15,17.36,2.3
20181112,6829.1,20.45,2.3
20181113,6830.91,20.02,2.295
20181114,6769.87,21.25,2.325
20181115,6890.45,19.98,2.31
20181116,6867.02,18.14,2.3
20181119,6642.92,20.1,2.3
20181120,6526.96,22.48,2.335
20181121,6575.66,20.8,2.35
20181123,6527.35,21.52,2.348
20181126,6678.34,18.9,2.343
20181127,6701.04,19.02,2.353
20181128,6913.33,18.49,2.335
20181129,6892.4,18.79,2.31
20181130,6949.01,18.07,2.308
20181203,7062.13,16.44,2.288
20181204,6795.21,20.74,2.365
20181206,6838.85,21.19,2.353
20181207,6613.28,23.23,2.34
20181210,6682.74,22.64,2.33
20181211,6704.24,21.76,2.37
20181212,6763.96,21.46,2.375
20181213,6767.97,20.65,2.363
20181214,6594.96,21.63,2.368
20181217,6448.39,24.52,2.34
20181218,6491.52,25.58,2.328
20181219,6342.97,25.58,2.338
20181220,6243.19,28.38,2.335
20181221,6046.56,30.11,2.33
20181224,5899.35,36.07,2.333
20181226,6262.77,30.41,2.38
20181227,6288.3,29.96,2.348
20181228,6285.27,28.34,2.328
20181231,6329.97,25.42,2.3
20190102,6360.87,23.22,2.365
20190103,6147.13,25.45,2.355
20190104,6422.67,21.38,2.358
20190107,6488.25,21.4,2.353
20190108,6551.85,20.47,2.4
20190109,6600.69,19.98,2.39
20190110,6620.94,19.5,2.375
20190111,6601.4,18.19,2.37
20190114,6541.04,19.07,2.36
20190115,6669.64,18.6,2.383
20190116,6668.56,19.04,2.363
20190117,6718.45,18.06,2.355
20190118,6784.61,17.8,2.348
20190122,6646.81,20.8,2.345
20190123,6658.76,19.52,2.353
20190124,6702.55,18.89,2.305
20190125,6787.37,17.42,2.328
20190128,6697.09,18.87,2.333
20190129,6632.79,19.13,2.365
20190130,6807.91,17.66,2.365
20190131,6906.84,16.57,2.34
20190201,6875.52,16.14,2.34
20190204,6959.96,15.73,2.335
20190205,7023.52,15.57,2.365
20190206,6997.62,15.38,2.365
20190207,6904.98,16.37,2.355
20190208,6913.13,15.72,2.365
20190211,6909.18,15.97,2.375
20190212,7014.67,15.43,2.378
20190213,7015.88,15.65,2.373
20190214,7022.42,16.22,2.373
20190215,7055.18,14.91,2.37
20190219,7066.61,14.88,2.373
20190220,7062.34,14.02,2.383
20190221,7035.16,14.46,2.395
20190222,7090.63,13.51,2.393
20190225,7115.43,14.85,2.393
20190226,7123.22,15.17,2.4
20190227,7117.0,14.7,2.393
20190228,7097.53,14.78,2.383
20190301,7151.57,13.57,2.378
20190304,7150.83,14.63,2.375
20190305,7156.79,14.74,2.4
20190306,7112.47,15.74,2.405
20190307,7026.88,16.59,2.395
20190308,7015.69,16.05,2.393
20190311,7164.02,14.33,2.38
20190312,7201.28,13.77,2.395
20190313,7256.98,13.41,2.388
20190314,7243.01,13.5,2.388
20190315,7306.99,12.88,2.388
20190318,7326.28,13.1,2.385
20190319,7349.28,13.56,2.405
20190320,7380.75,13.91,2.408
20190321,7493.27,13.63,2.408
20190322,7326.06,16.48,2.398
20190325,7316.96,16.33,2.39
20190326,7351.15,14.68,2.405
20190327,7308.19,15.15,2.378
20190328,7320.47,14.43,2.37
20190329,7378.77,13.71,2.328
20190401,7478.42,13.4,2.323
20190402,7499.64,13.36,2.37
20190403,7544.97,13.74,2.373
20190404,7540.57,13.58,2.37
20190405,7578.84,12.82,2.37
20190408,7599.74,13.18,2.365
20190409,7568.49,14.28,2.365
20190410,7611.49,13.3,2.363
20190411,7594.89,13.02,2.365
20190412,7628.15,12.01,2.375
20190415,7629.12,12.32,2.36
20190416,7654.73,12.18,2.378
20190417,7680.72,12.6,2.38
20190418,7689.72,12.09,2.365
20190422,7713.49,12.42,2.375
20190423,7810.71,12.28,2.39
20190424,7784.41,13.14,2.375
20190425,7816.92,13.25,2.365
20190426,7826.68,12.73,2.36
20190429,7839.04,13.11,2.36
20190430,7781.46,13.12,2.368
20190501,7751.85,14.8,2.363
20190502,7724.06,14.42,2.373
20190503,7845.73,12.87,2.368
20190506,7794.09,15.44,2.363
20190507,7640.15,19.32,2.368
20190508,7617.55,19.4,2.37
20190509,7582.75,19.1,2.37
20190510,7586.53,16.04,2.37
20190513,7324.13,20.55,2.35
20190514,7401.88,18.06,2.353
20190515,7503.25,16.44,2.35
20190516,7580.14,15.29,2.338
20190517,7503.68,15.96,2.33
20190520,7376.7,16.31,2.32
20190521,7451.02,14.95,2.33
20190522,7420.66,14.75,2.32
20190523,7307.93,16.92,2.303
20190524,7300.96,15.85,2.288
20190528,7278.38,17.5,2.298
20190529,7216.86,17.9,2.298
20190530,7245.4,17.3,2.31
20190531,7127.96,18.71,2.293
20190603,6978.02,18.86,2.28
20190604,7166.75,16.97,2.295
20190605,7220.9,16.09,2.285
20190606,7275.93,15.93,2.255
20190607,7417.29,16.3,2.215
20190610,7501.93,15.94,2.22
20190611,7513.85,15.99,2.213
20190612,7472.29,15.91,2.165
20190613,7510.68,15.82,2.14
20190614,7479.11,15.28,2.125
20190617,7526.52,15.35,2.138
20190618,7635.4,15.15,2.168
20190619,7667.74,14.33,2.125
20190620,7738.05,14.75,2.078
20190621,7728.78,15.4,2.055
20190624,7723.02,15.26,2.058
20190625,7591.54,16.28,2.083
20190626,7627.05,16.21,2.093
20190627,7657.05,15.82,2.085
20190628,7671.08,15.08,2.035
20190701,7768.14,14.06,2.065
20190702,7799.82,12.93,2.148
20190703,7857.69,12.57,2.15
20190705,7841.3,13.28,2.163
20190708,7785.79,13.96,2.178
20190709,7826.86,14.09,2.195
20190710,7903.4,13.03,2.13
20190711,7896.78,12.93,2.098
20190712,7943.24,12.39,2.09
20190715,7966.93,12.68,2.085
20190716,7927.08,12.86,2.103
20190717,7888.76,13.97,2.073
20190718,7904.13,13.53,2.013
20190719,7834.9,14.45,2.013
20190722,7905.12,13.53,2.025
20190723,7954.56,12.61,2.033
20190724,8010.61,12.07,2.04
20190725,7929.87,12.74,2.06
20190726,8016.95,12.16,2.063
20190729,7989.08,12.83,2.05
20190730,7952.47,13.94,2.04
20190731,7848.78,16.12,2.03
20190801,7801.15,17.87,2.03
20190802,7692.8,17.61,2.0
20190805,7415.69,24.59,1.953
20190806,7521.32,20.17,1.995
20190807,7551.9,19.49,1.968
20190808,7724.83,16.91,1.97
20190809,7646.27,17.97,1.95
20190812,7561.68,21.09,1.928
20190813,7728.15,17.52,1.955
20190814,7490.13,22.1,1.908
20190815,7484.89,21.18,1.843
20190816,7604.11,18.47,1.823
20190819,7719.32,16.88,1.853
20190820,7664.47,17.5,1.9
20190821,7733.22,15.8,1.928
20190822,7707.43,16.68,1.938
20190823,7464.99,19.87,1.91
20190826,7575.02,19.32,1.933
20190827,7566.03,20.31,1.943
20190828,7587.9,19.35,1.94
20190829,7702.31,17.88,1.94
20190830,7691.0,18.98,1.933
20190903,7609.51,19.66,1.91
20190904,7719.25,17.33,1.905
20190905,7862.54,16.27,1.92
20190906,7852.54,15.0,1.91
20190909,7832.4,15.27,1.908
20190910,7814.74,15.2,1.913
20190911,7887.58,14.61,1.913
20190912,7917.34,14.22,1.895
20190913,7892.95,13.74,1.9
20190916,7852.41,14.67,1.945
20190917,7888.79,14.44,1.938
20190918,7888.56,13.95,1.88
20190919,7901.79,14.05,1.883
20190920,7823.55,15.32,1.85
20190923,7818.61,14.91,1.845
20190924,7710.04,17.05,1.88
20190925,7803.54,15.96,1.845
20190926,7771.99,16.07,1.77
20190927,7681.58,17.22,1.73
20190930,7749.45,16.24,1.77
20191001,7684.14,18.56,1.753
20191002,7550.79,20.56,1.735
20191003,7638.39,19.12,1.665
20191004,7754.1,17.04,1.655
20191007,7725.13,17.86,1.673
20191008,7604.27,20.28,1.655
20191009,7690.53,18.64,1.628
20191010,7740.36,17.57,1.633
20191011,7843.88,15.58,1.623
20191014,7842.33,14.57,1.618
20191015,7942.85,13.54,1.618
20191016,7920.21,13.68,1.615
20191017,7942.14,13.79,1.625
20191018,7868.49,14.25,1.625
20191021,7940.33,14.0,1.625
20191022,7874.62,14.46,1.615
20191023,7889.47,14.01,1.615
20191024,7966.72,13.71,1.623
20191025,8029.22,12.65,1.625
20191028,8110.67,13.11,1.605
20191029,8047.51,13.2,1.595
20191030,8083.11,12.33,1.595
20191031,8083.83,13.22,1.498
20191101,8161.17,12.3,1.485
20191104,8210.66,12.83,1.503
20191105,8210.18,13.1,1.518
20191106,8196.03,12.62,1.515
20191107,8219.65,12.73,1.518
20191108,8255.89,12.07,1.51
20191111,8241.91,12.69,1.513
20191112,8263.79,12.68,1.533
20191113,8259.81,13.0,1.535
20191114,8257.83,13.05,1.528
20191115,8315.52,12.05,1.528
20191118,8328.48,12.46,1.523
20191119,8338.74,12.86,1.525
20191120,8283.75,12.78,1.52
20191121,8265.62,13.13,1.53
20191122,8272.05,12.34,1.543
20191125,8371.93,11.87,1.545
20191126,8385.75,11.54,1.565
20191127,8444.71,11.75,1.565
20191129,8403.68,12.62,1.54
20191202,8309.26,14.91,1.538
20191203,8254.74,15.96,1.538
20191204,8296.53,14.8,1.498
20191205,8308.4,14.52,1.493
20191206,8397.37,13.62,1.48
20191209,8362.74,15.86,1.498
20191210,8354.29,15.68,1.515
20191211,8402.61,14.99,1.52
20191212,8466.89,13.94,1.53
20191213,8487.71,12.63,1.523
20191216,8570.33,12.14,1.525
20191217,8575.7,12.29,1.53
20191218,8580.62,12.58,1.518
20191219,8641.29,12.5,1.533
20191220,8678.49,12.51,1.528
20191223,8696.01,12.61,1.52
20191224,8699.51,12.67,1.538
20191226,8778.31,12.65,1.535
20191227,8770.98,13.43,1.518
20191230,8709.73,14.82,1.49
20191231,8733.07,13.78,1.505
20200102,8872.22,12.47,1.495
20200103,8793.9,14.02,1.473
20200106,8848.52,13.85,1.488
20200107,8846.45,13.79,1.5
20200108,8912.37,13.45,1.493
20200109,8989.63,12.54,1.5
20200110,8966.64,12.56,1.498
20200113,9070.65,12.32,1.51
20200114,9033.42,12.39,1.53
20200115,9035.67,12.42,1.508
20200116,9125.0,12.32,1.518
20200117,9173.73,12.1,1.523
20200121,9166.63,12.85,1.503
20200122,9188.58,12.91,1.513
20200123,9216.98,12.98,1.515
20200124,9141.47,14.56,1.49
20200127,8952.18,18.23,1.505
20200128,9090.93,16.28,1.53
20200129,9101.61,16.39,1.52
20200130,9136.09,15.49,1.528
20200131,8991.51,18.84,1.51
20200203,9126.23,17.97,1.518
20200204,9334.06,16.05,1.538
20200205,9367.48,15.15,1.52
20200206,9445.92,14.96,1.53
20200207,9401.1,15.47,1.518
20200210,9516.84,15.04,1.52
20200211,9517.86,15.18,1.538
20200212,9613.2,13.74,1.535
20200213,9595.7,14.15,1.545
20200214,9623.58,13.68,1.535
20200218,9629.8,14.83,1.535
20200219,9718.73,14.38,1.543
20200220,9627.83,15.56,1.538
20200221,9446.69,17.08,1.518
20200224,9079.63,25.03,1.503
20200225,8834.87,27.85,1.49
20200226,8873.76,27.56,1.478
20200227,8436.67,39.16,1.395
20200228,8461.83,40.11,1.23
20200302,8877.98,33.42,1.135
20200303,8594.49,36.82,0.918
20200304,8949.28,31.99,0.675
20200305,8671.66,39.62,0.595
20200306,8530.34,41.94,0.415
20200309,7948.03,54.46,0.33
20200310,8372.27,47.3,0.39
20200311,8006.12,53.9,0.368
20200312,7263.65,75.47,0.273
20200313,7995.26,57.83,0.243
20200316,7020.38,82.69,0.185
20200317,7473.95,75.91,0.165
20200318,7175.18,76.45,0.003
20200319,7288.52,72.0,-0.028
20200320,6994.29,66.04,-0.033
20200323,7006.92,61.59,-0.04
20200324,7553.83,61.67,-0.033
20200325,7469.62,63.95,-0.07
20200326,7897.13,61.0,-0.105
20200327,7588.37,65.54,-0.058
20200330,7889.01,57.08,0.013
20200331,7813.5,53.54,0.03
20200401,7486.29,57.06,0.063
20200402,7635.66,50.91,0.065
20200403,7528.11,46.8,0.058
20200406,8081.66,45.24,0.06
20200407,8049.31,46.7,0.128
20200408,8229.54,43.35,0.185
20200409,8238.53,41.67,0.21
20200413,8332.74,41.17,0.2
20200414,8692.16,37.76,0.165
20200415,8591.96,40.84,0.115
20200416,8757.83,40.11,0.11
20200417,8832.41,38.15,0.103
20200420,8726.51,43.83,0.07
20200421,8403.0,45.41,0.098
20200422,8664.64,41.98,0.093
20200423,8641.5,41.38,0.093
20200424,8786.6,35.93,0.1
20200427,8837.66,33.29,0.093
20200428,8677.6,33.57,0.085
20200429,8982.76,31.23,0.09
20200430,9000.51,34.15,0.09
20200501,8718.18,37.19,0.093
20200504,8834.11,35.97,0.09
20200505,8930.62,33.61,0.11
20200506,8984.86,34.12,0.108
20200507,9101.88,31.44,0.095
20200508,9220.35,27.98,0.095
20200511,9298.92,27.57,0.105
20200512,9112.45,33.04,0.123
20200513,9000.08,35.28,0.115
20200514,9094.42,32.61,0.105
20200515,9152.64,31.89,0.103
20200518,9331.93,29.3,0.105
20200519,9298.54,30.53,0.118
20200520,9485.02,27.99,0.118
20200521,9377.99,29.53,0.11
20200522,9413.99,28.16,0.11
20200526,9389.98,28.01,0.118
20200527,9442.05,27.62,0.135
20200528,9416.71,28.59,0.138
20200529,9555.53,27.51,0.128
20200601,9598.89,28.23,0.128
20200602,9657.31,26.84,0.145
20200603,9704.69,25.66,0.148
20200604,9629.66,25.81,0.14
20200605,9824.39,24.52,0.145
20200608,9901.52,25.81,0.153
20200609,9967.17,27.57,0.165
20200610,10094.26,27.57,0.165
20200611,9588.48,40.79,0.153
20200612,9663.78,36.09,0.15
20200615,9776.89,34.4,0.155
20200616,9949.37,33.67,0.16
20200617,9982.48,33.47,0.165
20200618,10012.05,32.94,0.14
20200619,10008.64,35.12,0.143
20200622,10130.33,31.77,0.14
20200623,10209.82,31.37,0.14
20200624,10002.7,33.84,0.135
20200625,10101.83,32.22,0.13
20200626,9849.36,34.73,0.133
20200629,9961.16,31.78,0.125
20200630,10156.85,30.43,0.135
20200701,10279.25,28.62,0.13
20200702,10341.89,27.68,0.133
20200706,10604.06,27.94,0.128
20200707,10524.01,29.43,0.14
20200708,10666.7,28.08,0.135
20200709,10754.59,29.26,0.123
20200710,10836.33,27.29,0.12
20200713,10602.21,32.19,0.125
20200714,10689.52,29.52,0.133
20200715,10701.68,27.76,0.125
20200716,10626.46,28.0,0.103
20200717,10645.22,25.68,0.105
20200720,10952.08,24.46,0.105
20200721,10833.07,24.84,0.11
20200722,10870.75,24.32,0.1
20200723,10580.59,26.08,0.103
20200724,10483.13,25.84,0.098
20200727,10674.38,24.74,0.093
20200728,10532.5,25.44,0.103
20200729,10662.98,24.1,0.09
20200730,10715.51,24.76,0.085
20200731,10905.88,24.46,0.083
20200803,11055.08,24.28,0.078
20200804,11096.54,23.76,0.09
20200805,11125.44,22.99,0.095
20200806,11267.08,22.65,0.088
20200807,11139.39,22.21,0.088
20200810,11085.17,22.13,0.088
20200811,10876.08,24.03,0.1
20200812,11157.72,22.28,0.1
20200813,11178.37,22.13,0.09
20200814,11164.45,22.05,0.088
20200817,11288.57,21.35,0.085
20200818,11399.03,21.51,0.1
20200819,11318.64,22.54,0.095
20200820,11477.05,22.72,0.088
20200821,11555.16,22.54,0.088
20200824,11626.17,22.37,0.085
20200825,11721.81,22.03,0.095
20200826,11971.94,23.27,0.093
20200827,11926.16,24.47,0.095
20200828,11995.85,22.96,0.095
20200831,12110.7,26.41,0.095
20200901,12292.86,26.12,0.1
20200902,12420.54,26.57,0.1
20200903,11771.37,33.6,0.1
20200904,11622.13,30.75,0.103
20200908,11068.26,31.46,0.108
20200909,11395.85,28.81,0.105
20200910,11154.12,29.71,0.103
20200911,11087.4,26.87,0.103
20200914,11277.76,25.85,0.1
20200915,11438.87,25.59,0.1
20200916,11247.6,26.04,0.1
20200917,11080.95,26.46,0.085
20200918,10936.98,25.83,0.083
20200921,10980.22,27.78,0.08
20200922,11186.37,26.86,0.088
20200923,10833.33,28.58,0.088
20200924,10896.47,28.51,0.093
20200925,11151.13,26.38,0.09
20200928,11364.45,26.19,0.088
20200929,11322.95,26.27,0.085
20200930,11418.06,26.37,0.085
20201001,11583.2,26.7,0.083
20201002,11255.69,27.63,0.085
20201005,11509.06,27.96,0.085
20201006,11291.27,29.48,0.088
20201007,11503.19,28.06,0.088
20201008,11550.94,26.36,0.088
20201009,11725.85,25.0,0.093
20201012,12088.11,25.07,0.09
20201013,12083.17,26.07,0.093
20201014,11985.36,26.4,0.1
20201015,11898.57,26.97,0.095
20201016,11852.17,27.41,0.09
20201019,11634.35,29.18,0.09
20201020,11677.84,29.35,0.095
20201021,11665.37,28.65,0.09
20201022,11662.91,28.11,0.085
20201023,11692.57,27.55,0.083
20201026,11504.52,32.46,0.08
20201027,11598.95,33.35,0.09
20201028,11142.76,40.28,0.09
20201029,11350.74,37.59,0.083
20201030,11052.95,38.02,0.083
20201102,11084.76,37.13,0.083
20201103,11279.91,35.55,0.09
20201104,11777.02,29.57,0.083
20201105,12078.07,27.58,0.085
20201106,12091.35,24.86,0.083
20201109,11830.39,25.75,0.088
20201110,11624.29,24.8,0.09
20201111,11892.93,23.45,0.09
20201112,11827.14,25.35,0.085
20201113,11937.84,23.1,0.083
20201116,12013.38,22.45,0.075
20201117,11977.49,22.71,0.08
20201118,11894.71,23.84,0.075
20201119,11985.43,23.11,0.06
20201120,11906.44,23.7,0.058
20201123,11905.94,22.66,0.07
20201124,12079.81,21.64,0.08
20201125,12152.22,21.25,0.08
20201127,12258.21,20.84,0.073
20201130,12268.32,20.57,0.075
20201201,12455.33,20.77,0.08
20201202,12456.41,21.17,0.075
20201203,12467.13,21.28,0.075
20201204,12528.48,20.79,0.075
20201207,12596.47,21.3,0.07
20201208,12635.72,20.68,0.068
20201209,12364.64,22.27,0.07
20201210,12401.74,22.52,0.07
20201211,12375.41,23.31,0.065
20201214,12462.21,24.72,0.06
20201215,12595.92,22.89,0.07
20201216,12668.16,22.5,0.075
20201217,12752.06,21.93,0.08
20201218,12738.18,21.57,0.08
20201221,12690.26,25.16,0.078
20201222,12717.56,24.23,0.078
20201223,12653.14,23.31,0.075
20201224,12711.01,21.53,0.075
20201228,12838.86,21.7,0.08
20201229,12843.49,23.08,0.09
20201230,12845.36,22.77,0.07
20201231,12888.28,22.75,0.065
20210104,12694.66,26.97,0.068
20210105,12802.38,25.34,0.078
20210106,12623.35,25.07,0.078
20210107,12939.57,22.37,0.08
20210108,13105.2,21.56,0.08
20210111,12902.49,24.08,0.08
20210112,12892.09,23.33,0.08
20210113,12973.63,22.21,0.08
20210114,12898.69,23.25,0.075
20210115,12803.93,24.34,0.075
20210119,12996.54,23.24,0.073
20210120,13296.45,21.58,0.075
20210121,13404.99,21.32,0.073
20210122,13366.4,21.91,0.07
20210125,13483.29,23.19,0.07
20210126,13490.19,23.02,0.068
20210127,13112.65,37.21,0.06
20210128,13201.53,30.21,0.055
20210129,12925.38,33.09,0.048
20210201,13248.9,30.24,0.048
20210202,13456.12,25.56,0.05
20210203,13402.37,22.91,0.04
20210204,13560.89,21.77,0.03
20210205,13603.96,20.87,0.023
20210208,13695.02,21.24,0.02
20210209,13687.08,21.63,0.033
