date,ndx,vix,irx
20000621,3970.0,20.61,5.64
20000622,3804.11,22.0,5.66
20000623,3685.3,22.34,5.69
20000626,3771.45,22.45,5.65
20000627,3699.0,21.8,5.65
20000628,3771.06,20.29,5.64
20000629,3665.83,19.7,5.67
20000630,3763.79,19.54,5.7
20000703,3804.78,19.83,5.87
20000705,3649.8,21.16,5.81
20000706,3793.48,20.94,5.84
20000707,3841.27,19.22,5.85
20000710,3772.2,20.33,5.88
20000711,3744.53,20.11,5.92
20000712,3901.12,20.03,5.99
20000713,3956.67,20.03,5.98
20000714,4041.15,19.32,5.97
20000717,4061.88,19.45,5.96
20000718,3960.96,19.75,5.97
20000719,3843.98,19.65,5.98
20000720,3995.46,18.94,6.0
20000721,3908.75,18.94,5.94
20000724,3790.62,19.92,5.97
20000725,3865.39,19.39,6.01
20000726,3818.31,19.67,5.99
20000727,3681.63,19.6,6.02
20000728,3477.31,20.84,6.0
20000731,3609.35,20.74,6.02
20000801,3521.15,20.55,6.06
20000802,3490.34,20.0,6.05
20000803,3623.5,19.99,6.04
20000804,3618.63,18.62,6.04
20000807,3710.39,19.03,6.04
20000808,3686.37,18.79,6.07
20000809,3693.04,19.18,6.05
20000810,3595.19,19.19,6.06
20000811,3644.61,18.55,6.09
20000814,3719.61,17.88,6.08
20000815,3722.62,17.98,6.08
20000816,3721.25,18.02,6.08
20000817,3830.59,17.48,6.07
20000818,3807.51,17.05,6.07
20000821,3827.62,17.35,6.08
20000822,3827.89,17.47,6.08
20000823,3896.92,17.38,6.09
20000824,3949.57,17.04,6.09
20000825,3931.25,16.53,6.11
20000828,3954.24,16.54,6.13
20000829,3951.94,16.89,6.12
20000830,3968.73,17.69,6.12
20000831,4077.59,16.84,6.11
20000901,4099.3,17.53,6.08
20000905,3987.03,19.82,6.06
20000906,3837.62,20.79,6.01
20000907,3953.36,19.42,6.0
20000908,3813.44,18.46,5.96
20000911,3706.74,18.4,5.94
20000912,3666.87,18.59,5.91
20000913,3741.75,18.32,5.91
20000914,3737.42,18.26,5.95
20000915,3676.33,18.52,5.96
20000918,3585.52,20.25,5.95
20000919,3756.4,19.54,5.97
20000920,3790.45,19.93,5.97
20000921,3718.15,20.18,5.96
20000922,3701.18,20.74,5.97
20000925,3622.1,21.41,5.98
20000926,3582.59,21.88,5.98
20000927,3571.9,21.67,6.01
20000928,3725.15,19.47,6.05
20000929,3570.61,20.57,6.03
20001002,3457.97,21.23,6.01
20001003,3353.34,21.85,6.05
20001004,3453.36,21.54,6.04
20001005,3424.32,21.03,6.05
20001006,3311.94,22.71,6.05
20001009,3318.9,24.02,6.05
20001010,3188.29,24.86,6.04
20001011,3100.53,26.57,6.04
20001012,3004.45,30.51,6.0
20001013,3277.77,27.6,6.0
20001016,3249.46,26.79,6.04
20001017,3172.19,27.84,6.09
20001018,3139.31,28.72,6.12
20001019,3402.95,25.09,6.12
20001020,3456.61,24.24,6.12
20001023,3422.0,24.69,6.15
20001024,3353.26,24.28,6.16
20001025,3107.61,26.65,6.18
20001026,3167.14,28.62,6.16
20001027,3175.25,26.47,6.15
20001030,3081.07,25.46,6.18
20001031,3282.3,23.63,6.15
20001101,3225.27,24.28,6.17
20001102,3308.48,23.92,6.17
20001103,3321.91,23.67,6.19
20001106,3290.47,24.52,6.22
20001107,3279.57,24.91,6.22
20001108,3059.09,25.66,6.21
20001109,3057.06,27.2,6.18
20001110,2890.26,28.53,6.17
20001113,2836.62,29.06,6.17
20001114,3039.5,26.81,6.15
20001115,3076.7,26.15,6.17
20001116,2925.16,25.05,6.15
20001117,2934.81,24.81,6.15
20001120,2792.41,27.43,6.16
20001121,2786.53,26.62,6.17
20001122,2668.25,27.71,6.17
20001124,2830.09,26.0,6.17
20001127,2769.32,26.93,6.13
20001128,2621.11,27.64,6.1
20001129,2602.85,27.49,6.05
20001130,2506.54,29.65,6.01
20001201,2549.74,27.48,6.04
20001204,2554.4,27.78,5.98
20001205,2852.87,24.99,5.9
20001206,2743.7,25.07,5.9
20001207,2719.91,25.34,5.92
20001208,2895.39,22.41,5.9
20001211,2972.91,23.51,5.89
20001212,2863.21,24.88,5.89
20001213,2748.88,23.63,5.43
20001214,2639.26,24.86,5.87
20001215,2543.09,26.55,5.83
20001218,2543.09,27.7,5.78
20001219,2399.63,27.17,5.75
20001220,2210.32,31.74,5.67
20001221,2224.84,29.66,5.22
20001222,2436.26,27.55,5.12
20001226,2404.6,28.73,5.59
20001227,2460.21,28.14,5.6
20001228,2464.62,26.57,5.7
20001229,2341.7,26.85,5.73
20010102,2128.78,29.99,5.68
20010103,2528.38,26.6,5.53
20010104,2460.04,26.97,5.24
20010105,2267.85,28.67,4.97
20010108,2281.54,29.84,5.05
20010109,2311.4,27.99,5.09
20010110,2413.71,26.8,5.14
20010111,2524.29,25.79,5.16
20010112,2506.05,24.56,5.13
20010116,2470.72,25.28,5.21
20010117,2558.67,24.93,5.22
20010118,2670.47,23.37,5.14
20010119,2655.77,23.24,5.09
20010122,2643.13,23.25,5.1
20010123,2730.05,21.57,5.09
20010124,2726.45,22.03,5.13
20010125,2595.85,22.64,5.12
20010126,2631.78,22.57,5.03
20010129,2694.53,22.61,4.98
20010130,2686.14,22.57,4.88
20010131,2593.0,22.02,4.84
20010201,2607.16,21.66,4.85
20010202,2472.18,21.95,4.92
20010205,2467.3,22.19,4.95
20010206,2473.24,21.98,4.93
20010207,2409.66,21.67,4.93
20010208,2355.67,21.46,4.94
20010209,2261.77,22.03,4.91
20010212,2286.76,21.92,4.92
20010213,2208.4,21.37,4.91
20010214,2305.82,21.52,4.93
20010215,2371.04,20.27,4.94
20010216,2212.51,22.12,4.88
20010220,2095.11,24.69,4.91
20010221,2058.54,25.75,4.88
20010222,2032.42,26.76,4.87
20010223,2056.06,27.21,4.75
20010226,2097.64,25.43,4.7
20010227,1964.52,26.49,4.68
20010228,1908.32,28.35,4.72
20010301,1968.02,28.08,4.7
20010302,1881.34,27.43,4.71
20010305,1916.68,27.12,4.72
20010306,1976.31,25.89,4.65
20010307,1996.23,24.12,4.56
20010308,1938.15,24.29,4.55
20010309,1813.02,25.62,4.6
20010312,1680.64,30.32,4.54
20010313,1789.7,27.55,4.51
20010314,1745.13,29.61,4.42
20010315,1697.92,28.56,4.38
20010316,1647.51,29.91,4.41
20010319,1730.46,29.78,4.44
20010320,1614.47,30.96,4.38
20010321,1605.04,31.93,4.19
20010322,1701.9,32.84,4.15
20010323,1705.02,30.45,4.17
20010326,1676.9,29.04,4.15
20010327,1735.63,27.04,4.24
20010328,1602.22,28.58,4.23
20010329,1563.14,29.17,4.22
20010330,1573.25,28.64,4.18
20010402,1516.58,31.21,4.15
20010403,1399.05,34.72,4.04
20010404,1370.75,34.07,4.0
20010405,1519.05,29.94,3.99
20010406,1448.16,31.69,3.84
20010409,1481.22,31.91,3.83
20010410,1597.87,29.44,3.83
20010411,1647.36,28.46,3.98
20010412,1714.29,26.12,3.9
20010416,1650.21,26.33,4.03
20010417,1671.51,25.61,4.0
20010418,1830.79,24.13,3.8
20010419,1953.28,24.16,3.76
20010420,1933.57,25.38,3.67
20010423,1811.89,28.16,3.63
20010424,1762.21,28.49,3.69
20010425,1814.33,27.4,3.74
20010426,1763.33,25.96,3.73
20010427,1810.47,24.02,3.74
20010430,1855.15,25.48,3.83
20010501,1919.01,24.2,3.81
20010502,1962.42,24.23,3.79
20010503,1877.8,25.78,3.75
20010504,1924.12,23.91,3.64
20010507,1895.41,24.86,3.62
20010508,1929.24,24.44,3.59
20010509,1876.6,24.35,3.63
20010510,1838.32,24.0,3.62
20010511,1821.2,23.54,3.68
20010514,1795.06,24.26,3.61
20010515,1797.08,23.71,3.54
20010516,1899.47,21.89,3.48
20010517,1925.14,21.47,3.48
20010518,1927.69,21.23,3.51
20010521,2052.57,20.76,3.54
20010522,2042.93,21.35,3.56
20010523,1957.56,22.08,3.56
20010524,2003.37,20.57,3.6
20010525,1960.74,20.6,3.57
20010529,1873.53,22.14,3.6
20010530,1779.0,22.76,3.59
20010531,1799.89,22.64,3.54
20010601,1840.83,21.59,3.54
20010604,1838.84,21.38,3.59
20010605,1923.9,19.58,3.53
20010606,1903.84,20.39,3.53
20010607,1963.31,19.67,3.52
20010608,1896.22,19.92,3.53
20010611,1846.5,20.7,3.51
20010612,1852.03,20.7,3.47
20010613,1790.21,21.45,3.46
20010614,1711.39,23.12,3.44
20010615,1701.53,22.81,3.43
20010618,1666.49,23.17,3.4
20010619,1675.9,22.34,3.41
20010620,1721.56,21.71,3.41
20010621,1751.22,19.38,3.42
20010622,1727.47,20.02,3.36
20010625,1743.9,20.67,3.36
20010626,1751.62,21.2,3.41
20010627,1756.02,20.88,3.41
20010628,1808.94,20.01,3.55
20010629,1830.19,19.06,3.56
20010702,1830.19,18.76,3.56
20010703,1822.16,18.92,3.57
20010705,1751.0,20.09,3.56
20010706,1668.59,21.63,3.52
20010709,1697.05,22.48,3.55
20010710,1624.95,23.25,3.53
20010711,1641.56,24.01,3.49
20010712,1750.13,22.09,3.51
20010713,1751.11,21.14,3.52
20010716,1685.74,22.91,3.54
20010717,1729.55,22.61,3.51
20010718,1666.87,23.6,3.44
20010719,1695.89,22.51,3.45
20010720,1676.46,22.34,3.44
20010723,1629.93,23.74,3.46
20010724,1604.86,25.24,3.47
20010725,1627.86,24.0,3.46
20010726,1673.39,23.01,3.48
20010727,1683.18,22.0,3.46
20010730,1670.03,22.69,3.47
20010731,1683.61,21.62,3.44
20010801,1729.53,20.56,3.43
20010802,1751.45,20.09,3.43
20010803,1725.9,19.89,3.43
20010806,1702.84,21.89,3.43
20010807,1696.37,21.01,3.42
20010808,1626.2,22.32,3.4
20010809,1628.92,21.75,3.37
20010810,1617.45,20.55,3.35
20010813,1653.27,20.42,3.35
20010814,1629.95,20.48,3.35
20010815,1572.03,20.91,3.34
20010816,1581.98,21.54,3.31
20010817,1516.58,23.84,3.29
20010820,1535.99,22.87,3.34
20010821,1480.74,24.4,3.3
20010822,1515.41,22.44,3.3
20010823,1496.98,22.23,3.31
20010824,1579.62,19.71,3.33
20010827,1578.33,20.56,3.35
20010828,1526.3,22.0,3.33
20010829,1499.76,23.03,3.33
20010830,1453.9,25.41,3.28
20010831,1469.7,24.92,3.28
20010904,1424.12,25.85,3.36
20010905,1415.3,26.35,3.32
20010906,1361.69,28.61,3.27
20010907,1354.27,30.99,3.18
20010910,1365.39,31.84,3.18
20010917,1252.7,41.76,2.61
20010918,1224.64,38.87,2.45
20010919,1208.23,40.56,2.41
20010920,1166.27,43.74,2.21
20010921,1126.95,42.66,2.2
20010924,1191.02,37.75,2.32
20010925,1187.77,35.81,2.34
20010926,1143.48,35.26,2.34
20010927,1144.27,34.0,2.33
20010928,1168.37,31.93,2.3
20011001,1151.24,32.32,2.3
20011002,1159.37,31.18,2.27
20011003,1249.41,31.34,2.18
20011004,1260.66,31.97,2.17
20011005,1271.73,33.39,2.15
20011008,1279.63,35.12,2.15
20011009,1244.56,34.83,2.17
20011010,1304.68,31.6,2.18
20011011,1389.87,31.5,2.22
20011012,1393.84,35.27,2.19
20011015,1378.92,35.31,2.21
20011016,1404.81,32.88,2.16
20011017,1314.8,35.08,2.17
20011018,1330.33,34.95,2.15
20011019,1347.59,34.11,2.15
20011022,1383.07,32.25,2.18
20011023,1384.06,32.0,2.15
20011024,1424.69,30.95,2.12
20011025,1479.05,29.46,2.1
20011026,1454.9,28.42,2.1
20011029,1374.58,31.64,2.06
20011030,1342.26,33.46,1.99
20011031,1364.78,33.56,2.01
20011101,1424.15,32.31,2.01
20011102,1425.78,30.71,1.95
20011105,1480.21,30.5,1.97
20011106,1523.09,28.8,1.82
20011107,1524.67,29.13,1.76
20011108,1510.6,28.62,1.81
20011109,1514.96,27.44,1.8
20011112,1528.75,29.35,1.8
20011113,1580.76,26.47,1.8
20011114,1585.89,26.56,1.84
20011115,1582.58,25.56,1.87
20011116,1582.14,25.07,1.89
20011119,1617.58,24.46,1.9
20011120,1549.7,24.12,1.9
20011121,1552.01,24.19,1.91
20011123,1577.47,23.25,1.93
20011126,1619.65,23.79,1.94
20011127,1609.87,24.0,1.86
20011128,1557.03,25.9,1.83
20011129,1599.3,25.18,1.76
20011130,1596.05,23.84,1.73
20011203,1567.54,25.77,1.74
20011204,1634.27,24.08,1.71
20011205,1720.91,23.02,1.73
20011206,1717.97,23.71,1.71
20011207,1673.9,23.49,1.65
20011210,1645.36,25.62,1.68
20011211,1661.27,25.3,1.61
20011212,1669.95,24.87,1.64
20011213,1601.91,25.91,1.66
20011214,1605.67,24.63,1.68
20011217,1640.34,24.26,1.71
20011218,1657.68,23.29,1.68
20011219,1628.69,22.58,1.67
20011220,1557.36,23.67,1.64
20011221,1578.27,22.5,1.66
20011224,1577.31,22.62,1.69
20011226,1590.84,22.29,1.71
20011227,1606.48,21.59,1.7
20011228,1621.13,21.4,1.68
20011231,1577.05,23.8,1.67
20020102,1610.39,22.71,1.7
20020103,1666.66,21.34,1.69
20020104,1675.03,20.45,1.68
20020107,1649.83,21.94,1.66
20020108,1666.58,21.83,1.65
20020109,1653.76,22.13,1.65
20020110,1656.68,22.36,1.65
20020111,1634.17,22.6,1.59
20020114,1603.76,23.58,1.54
20020115,1612.46,22.7,1.56
20020116,1558.98,23.45,1.57
20020117,1602.32,22.25,1.6
20020118,1548.22,22.52,1.58
20020122,1501.78,23.61,1.64
20020123,1549.21,21.88,1.67
20020124,1565.13,21.15,1.67
20020125,1558.26,21.01,1.68
20020128,1564.86,21.14,1.69
20020129,1519.33,24.35,1.7
20020130,1538.94,23.22,1.69
20020131,1550.17,21.09,1.72
20020201,1528.15,21.12,1.71
20020204,1479.17,24.87,1.72
20020205,1462.86,25.45,1.72
20020206,1445.96,26.09,1.7
20020207,1413.86,25.11,1.69
20020208,1452.17,23.26,1.67
20020211,1477.64,21.78,1.7
20020212,1464.76,21.62,1.71
20020213,1486.75,20.85,1.71
20020214,1474.71,21.77,1.71
20020215,1436.7,22.37,1.7
20020219,1387.27,24.43,1.7
20020220,1408.26,22.66,1.72
20020221,1348.25,23.8,1.72
20020222,1356.16,22.86,1.72
20020225,1407.99,21.84,1.73
20020226,1401.19,21.68,1.73
20020227,1378.48,21.49,1.73
20020228,1359.22,21.59,1.72
20020301,1435.41,19.96,1.75
20020304,1494.7,20.5,1.75
20020305,1498.95,20.3,1.75
20020306,1519.95,19.94,1.74
20020307,1506.81,20.04,1.75
20020308,1555.11,19.27,1.77
20020311,1553.8,19.84,1.79
20020312,1520.54,19.59,1.8
20020313,1486.27,19.46,1.79
20020314,1477.19,19.2,1.81
20020315,1495.41,18.42,1.82
20020318,1505.89,18.93,1.82
20020319,1504.67,18.16,1.8
20020320,1451.02,18.46,1.81
20020321,1488.97,18.15,1.81
20020322,1470.1,17.77,1.8
20020325,1427.6,18.48,1.78
20020326,1439.55,18.13,1.79
20020327,1436.51,17.7,1.78
20020328,1452.81,17.4,1.74
20020401,1478.52,18.73,1.76
20020402,1410.41,19.16,1.76
20020403,1394.21,20.2,1.75
20020404,1396.97,19.78,1.74
20020405,1376.72,19.13,1.72
20020408,1392.96,19.61,1.71
20020409,1345.32,19.47,1.69
20020410,1363.29,18.19,1.67
20020411,1324.65,20.3,1.67
20020412,1351.85,19.42,1.67
20020415,1355.09,19.82,1.67
20020416,1413.93,18.11,1.7
20020417,1403.71,18.43,1.69
20020418,1395.9,19.29,1.67
20020419,1385.01,18.3,1.7
20020422,1349.83,19.77,1.68
20020423,1322.81,20.28,1.7
20020424,1302.32,20.77,1.68
20020425,1302.32,20.95,1.7
20020426,1250.89,22.14,1.7
20020429,1246.75,24.05,1.72
20020430,1277.07,21.91,1.73
20020501,1267.44,20.06,1.72
20020502,1225.37,20.07,1.73
20020503,1190.74,20.19,1.72
20020506,1161.16,22.56,1.73
20020507,1159.25,21.94,1.71
20020508,1282.41,20.39,1.73
20020509,1240.41,21.56,1.73
20020510,1188.78,22.41,1.73
20020513,1241.54,20.72,1.73
20020514,1305.55,19.35,1.74
20020515,1311.05,19.19,1.73
20020516,1315.85,18.5,1.74
20020517,1325.8,17.7,1.72
20020520,1292.21,19.24,1.71
20020521,1255.91,20.05,1.701
20020522,1264.51,19.58,1.697
20020523,1286.77,18.23,1.704
20020524,1253.03,18.9,1.707
20020528,1244.82,20.31,1.722
20020529,1218.68,20.39,1.717
20020530,1227.9,20.61,1.713
20020531,1208.34,19.98,1.705
20020603,1159.15,23.37,1.715
20020604,1178.8,23.89,1.715
20020605,1195.6,22.61,1.718
20020606,1157.62,24.16,1.705
20020607,1140.24,23.51,1.707
20020610,1135.62,23.72,1.711
20020611,1100.97,24.45,1.714
20020612,1123.34,24.15,1.702
20020613,1106.54,25.02,1.685
20020614,1109.6,25.96,1.675
20020617,1149.91,24.64,1.69
20020618,1138.47,24.24,1.692
20020619,1097.54,26.06,1.67
20020620,1062.45,27.48,1.69
20020621,1035.63,27.23,1.678
20020624,1057.68,26.98,1.692
20020625,1022.74,27.84,1.69
20020626,1027.22,28.42,1.662
20020627,1050.64,26.29,1.66
20020628,1051.41,25.4,1.659
20020701,998.17,27.11,1.677
20020702,963.66,28.96,1.682
20020703,995.68,29.42,1.682
20020705,1060.89,27.11,1.685
20020708,1014.33,28.25,1.69
20020709,990.23,30.22,1.683
20020710,959.05,34.1,1.687
20020711,998.03,33.85,1.682
20020712,1000.82,32.94,1.672
20020715,1021.02,35.03,1.675
20020716,1011.3,36.65,1.675
20020717,1028.74,35.45,1.69
20020718,994.61,35.12,1.69
20020719,965.37,38.17,1.672
20020722,939.1,41.87,1.67
20020723,896.82,44.92,1.662
20020724,951.58,39.86,1.643
20020725,894.45,39.27,1.66
20020726,910.91,35.51,1.647
20020729,970.13,31.33,1.677
20020730,980.36,31.92,1.682
20020731,962.1,32.03,1.665
20020801,913.59,36.95,1.642
20020802,892.51,41.29,1.592
20020805,857.08,45.08,1.602
20020806,901.91,42.03,1.612
20020807,919.08,38.73,1.558
20020808,947.24,36.33,1.578
20020809,937.33,35.33,1.575
20020812,938.98,37.05,1.633
20020813,907.62,35.82,1.597
20020814,968.84,32.36,1.602
20020815,980.98,29.43,1.582
20020816,996.06,28.81,1.585
20020819,1026.06,28.61,1.625
20020820,1008.02,29.59,1.575
20020821,1035.47,28.23,1.595
20020822,1049.03,27.75,1.611
20020823,1010.49,29.32,1.617
20020826,1016.79,29.89,1.625
20020827,974.47,30.11,1.642
20020828,944.83,33.32,1.637
20020829,961.75,33.67,1.64
20020830,942.38,32.64,1.645
20020903,899.64,39.97,1.605
20020904,920.98,37.44,1.592
20020905,882.92,38.86,1.577
20020906,922.22,36.33,1.622
20020909,932.23,36.45,1.637
20020910,947.72,35.08,1.631
20020911,946.4,34.81,1.655
20020912,915.01,37.5,1.652
20020913,923.83,35.82,1.65
20020916,908.48,36.74,1.657
20020917,897.53,38.01,1.657
20020918,895.2,37.52,1.642
20020919,865.93,40.65,1.617
20020920,871.6,38.98,1.612
20020923,843.08,39.68,1.617
20020924,843.61,40.52,1.614
20020925,880.44,37.33,1.622
20020926,873.74,34.6,1.617
20020927,860.35,36.97,1.597
20020930,832.52,39.69,1.527
20021001,870.63,34.12,1.552
20021002,849.55,36.83,1.54
20021003,833.21,37.31,1.53
20021004,815.4,39.46,1.567
20021007,804.64,42.64,1.582
20021008,811.5,41.02,1.572
20021009,807.42,42.13,1.528
20021010,849.57,37.55,1.538
20021011,890.61,35.7,1.546
20021014,900.75,36.04,1.545
20021015,950.42,34.02,1.625
20021016,910.13,36.0,1.62
20021017,945.06,34.1,1.627
20021018,956.13,33.53,1.632
20021021,979.35,33.11,1.662
20021022,963.87,34.09,1.657
20021023,989.32,33.2,1.642
20021024,964.91,34.03,1.622
20021025,995.55,30.0,1.602
20021028,979.55,31.07,1.552
20021029,960.82,32.27,1.472
20021030,986.09,31.23,1.468
20021031,989.54,31.14,1.417
20021101,1019.06,29.3,1.397
20021104,1046.99,30.82,1.407
20021105,1050.39,31.23,1.395
20021106,1065.86,30.73,1.207
20021107,1025.79,31.42,1.195
20021108,1008.35,29.41,1.197
20021111,972.48,31.3,1.197
20021112,1001.94,30.58,1.19
20021113,1011.94,31.24,1.187
20021114,1057.83,28.67,1.191
20021115,1061.28,26.65,1.197
20021118,1045.19,27.66,1.202
20021119,1025.96,27.41,1.19
20021120,1070.53,25.32,1.196
20021121,1118.14,23.81,1.197
20021122,1116.01,23.16,1.198
20021125,1127.06,24.07,1.202
20021126,1087.49,25.97,1.202
20021127,1125.67,27.25,1.207
20021129,1116.1,27.5,1.202
20021202,1120.49,27.46,1.205
20021203,1088.8,28.33,1.2
20021204,1069.44,28.92,1.197
20021205,1053.06,30.1,1.187
20021206,1065.97,28.88,1.183
20021209,1014.84,30.78,1.197
20021210,1033.07,28.76,1.192
20021211,1036.34,27.76,1.182
20021212,1039.95,27.29,1.185
20021213,1005.85,28.18,1.187
20021216,1042.44,26.24,1.202
20021217,1040.01,26.66,1.192
20021218,1013.67,28.29,1.182
20021219,1006.05,30.21,1.177
20021220,1013.9,26.71,1.177
20021223,1032.3,26.2,1.162
20021224,1023.29,26.49,1.165
20021226,1016.46,27.37,1.155
20021227,997.85,29.55,1.135
20021230,989.89,29.62,1.165
20021231,984.37,28.62,1.182
20030102,1027.86,25.39,1.19
20030103,1031.63,24.68,1.192
20030106,1061.48,24.91,1.182
20030107,1071.85,25.13,1.172
20030108,1042.52,25.53,1.167
20030109,1076.05,24.25,1.177
20030110,1087.36,24.32,1.172
20030113,1083.0,24.9,1.172
20030114,1094.87,24.57,1.172
20030115,1073.6,25.51,1.167
20030116,1061.46,25.01,1.165
20030117,1017.58,25.7,1.152
20030121,1008.93,27.59,1.152
20030122,1006.51,29.01,1.142
20030123,1032.67,27.53,1.142
20030124,996.18,31.51,1.127
20030127,986.41,34.69,1.142
20030128,1001.41,31.93,1.15
20030129,1016.56,31.26,1.152
20030130,985.52,31.32,1.152
20030131,983.05,31.17,1.148
20030203,987.07,31.02,1.152
20030204,971.73,32.76,1.147
20030205,968.97,33.04,1.147
20030206,970.55,33.35,1.142
20030207,957.05,34.01,1.137
20030210,969.96,33.99,1.15
20030211,971.61,33.68,1.152
20030212,956.77,34.33,1.15
20030213,951.9,33.7,1.147
20030214,982.09,32.62,1.151
20030218,1014.91,31.11,1.155
20030219,1005.88,31.31,1.157
20030220,1001.47,31.16,1.157
20030221,1015.92,30.25,1.167
20030224,994.69,31.98,1.172
20030225,999.28,31.74,1.175
20030226,974.49,31.94,1.182
20030227,994.8,30.53,1.182
20030228,1009.74,29.63,1.175
20030303,991.07,30.43,1.172
20030304,982.98,31.83,1.165
20030305,990.23,30.38,1.152
20030306,983.96,31.37,1.147
20030307,986.82,31.08,1.097
20030310,964.29,33.31,1.06
20030311,958.82,33.61,1.062
20030312,970.54,33.51,1.067
20030313,1029.79,31.76,1.102
20030314,1030.45,30.98,1.103
20030317,1077.01,31.75,1.117
20030318,1082.19,30.43,1.125
20030319,1074.97,31.54,1.135
20030320,1080.24,30.44,1.137
20030321,1093.12,28.67,1.157
20030324,1047.1,30.39,1.155
20030325,1066.57,28.75,1.152
20030326,1066.3,28.23,1.149
20030327,1061.93,27.96,1.132
20030328,1046.72,27.75,1.111
20030331,1018.66,29.15,1.09
20030401,1022.63,28.36,1.095
20030402,1063.46,28.02,1.102
20030403,1064.06,28.21,1.087
20030404,1050.7,29.13,1.082
20030407,1053.28,28.45,1.132
20030408,1046.3,27.13,1.127
20030409,1023.52,27.11,1.11
20030410,1033.14,25.6,1.117
20030411,1026.15,24.44,1.147
20030414,1048.31,23.41,1.157
20030415,1053.08,22.56,1.16
20030416,1054.89,22.52,1.147
20030417,1083.56,21.5,1.147
20030421,1081.04,21.95,1.152
20030422,1102.44,20.7,1.152
20030423,1112.93,20.8,1.147
20030424,1108.12,20.33,1.129
20030425,1083.19,20.8,1.117
20030428,1107.13,20.84,1.112
20030429,1116.79,20.76,1.117
20030430,1106.06,21.21,1.101
20030501,1113.21,21.59,1.077
20030502,1136.35,20.63,1.096
20030505,1136.26,21.13,1.092
20030506,1152.78,20.8,1.08
20030507,1135.85,21.0,1.087
20030508,1118.76,21.24,1.067
20030509,1143.55,19.69,1.082
20030512,1160.42,19.52,1.067
20030513,1155.97,19.91,1.062
20030514,1148.14,20.0,1.037
20030515,1162.93,19.24,1.03
20030516,1154.48,18.4,1.022
20030519,1112.49,20.51,1.017
20030520,1112.85,21.29,1.0
20030521,1113.68,21.21,1.047
20030522,1131.45,19.78,1.05
20030523,1130.05,19.17,1.055
20030527,1172.58,19.99,1.063
20030528,1173.31,20.03,1.087
20030529,1181.82,20.43,1.075
20030530,1197.89,19.47,1.085
20030602,1185.13,20.85,1.102
20030603,1198.57,20.84,1.062
20030604,1224.76,20.62,1.022
20030605,1231.72,20.83,1.017
20030606,1213.11,21.25,1.027
20030609,1195.55,22.15,1.007
20030610,1212.99,20.64,0.957
20030611,1228.24,20.21,0.91
20030612,1229.32,20.41,0.892
20030613,1203.91,20.66,0.833
20030616,1241.58,20.22,0.837
20030617,1239.63,20.01,0.867
20030618,1247.9,19.76,0.862
20030619,1225.89,19.8,0.792
20030620,1223.4,19.14,0.807
20030623,1200.17,20.58,0.82
20030624,1191.7,20.75,0.8
20030625,1188.33,20.81,0.897
20030626,1214.58,19.4,0.875
20030627,1205.24,19.16,0.842
20030630,1201.69,19.52,0.838
20030701,1217.37,19.46,0.868
20030702,1245.75,19.03,0.847
20030703,1231.34,19.39,0.842
20030707,1281.89,20.06,0.862
20030708,1298.37,19.48,0.885
20030709,1295.16,18.93,0.87
20030710,1268.65,19.19,0.863
20030711,1280.57,18.47,0.866
20030714,1295.74,19.59,0.867
20030715,1294.47,19.55,0.888
20030716,1291.99,19.76,0.882
20030717,1255.94,20.22,0.871
20030718,1259.91,19.11,0.877
20030721,1240.78,19.78,0.887
20030722,1257.63,19.17,0.902
20030723,1268.52,18.64,0.892
20030724,1253.76,18.6,0.901
20030725,1278.31,17.75,0.902
20030728,1280.53,18.36,0.937
20030729,1275.17,18.67,0.957
20030730,1263.78,18.85,0.947
20030731,1276.94,19.49,0.927
20030801,1264.34,20.75,0.918
20030804,1267.38,21.27,0.937
20030805,1229.72,22.68,0.935
20030806,1215.13,21.5,0.922
20030807,1217.17,20.26,0.92
20030808,1207.28,19.59,0.927
20030811,1223.14,19.75,0.926
20030812,1240.7,17.94,0.927
20030813,1240.37,18.77,0.927
20030814,1251.9,18.47,0.935
20030815,1253.63,18.27,0.927
20030818,1284.81,18.18,0.937
20030819,1299.69,17.86,0.937
20030820,1299.73,17.82,0.937
20030821,1314.65,17.84,0.946
20030822,1304.54,18.55,0.951
20030825,1306.64,19.53,0.972
20030826,1309.05,19.49,0.977
20030827,1318.93,19.13,0.977
20030828,1332.33,18.48,0.962
20030829,1341.2,18.63,0.96
20030902,1361.09,19.02,0.952
20030903,1360.19,19.44,0.952
20030904,1373.26,18.71,0.942
20030905,1361.9,18.17,0.927
20030908,1386.73,18.26,0.932
20030909,1370.56,18.85,0.932
20030910,1332.28,20.01,0.932
20030911,1350.8,19.25,0.932
20030912,1357.63,18.68,0.932
20030915,1347.77,19.28,0.926
20030916,1382.82,18.03,0.927
20030917,1376.8,18.15,0.927
20030918,1400.13,17.57,0.932
20030919,1392.26,17.54,0.927
20030922,1366.32,19.65,0.922
20030923,1388.15,19.47,0.925
20030924,1339.64,21.22,0.917
20030925,1325.75,22.26,0.917
20030926,1309.31,22.23,0.917
20030929,1335.51,21.67,0.921
20030930,1303.7,22.72,0.926
20031001,1335.34,21.07,0.91
20031002,1337.1,20.8,0.912
20031003,1375.32,19.5,0.912
20031006,1381.7,19.51,0.905
20031007,1392.56,19.41,0.902
20031008,1382.4,19.18,0.877
20031009,1396.95,18.82,0.88
